H_estimate,H_error,mu,sigma,T
-0.435895,0.00344084,0.753774,0.610435,0.00529198
-0.436712,0.00301757,0.751858,0.60861,0.00529198
-0.437994,0.00300234,0.751858,0.60861,0.00529198
-0.438088,0.00299923,0.749682,0.6188,0.00529198
-0.434942,0.00290319,0.749682,0.6188,0.00529198
-0.436957,0.00378673,0.749682,0.6188,0.00529198
-0.434302,0.00308386,0.743674,0.629807,0.00529198
-0.435645,0.00316619,0.743674,0.629807,0.00529198
-0.436346,0.00281091,0.744667,0.634415,0.00529198
-0.433815,0.00315977,0.744962,0.634546,0.00529198
-0.439019,0.00337559,0.757446,0.638126,0.00529198
-0.444206,0.00312691,0.765135,0.635795,0.00529198
-0.433364,0.00333669,0.760963,0.631351,0.00529198
-0.441238,0.00307111,0.762782,0.62452,0.00529198
-0.445222,0.00296444,0.764301,0.627826,0.00529198
-0.439955,0.00326211,0.764301,0.627826,0.00529198
-0.44077,0.00327022,0.761048,0.63154,0.00529198
-0.44338,0.00288044,0.761048,0.63154,0.00529198
-0.438999,0.00443293,0.773444,0.641957,0.00529198
-0.442671,0.00348958,0.769061,0.651818,0.00529198
-0.438018,0.00375455,0.769061,0.651818,0.00529198
-0.435719,0.00364326,0.768375,0.657047,0.00529198
-0.436955,0.00362246,0.758587,0.650001,0.00529198
-0.431226,0.00373689,0.761333,0.647611,0.00529198
-0.43751,0.00361203,0.757121,0.647635,0.00529198
-0.431296,0.0034323,0.756533,0.642706,0.00529198
-0.433597,0.00381548,0.756027,0.637893,0.00529198
-0.434946,0.0032072,0.74777,0.617687,0.00529198
-0.435668,0.00353502,0.749148,0.617822,0.00529198
-0.436847,0.00280105,0.751891,0.618299,0.00529198
-0.440473,0.00363949,0.749723,0.620207,0.00529198
-0.42883,0.00375502,0.746826,0.602527,0.00529198
-0.426923,0.00347681,0.749645,0.593974,0.00529198
-0.433995,0.00326846,0.748462,0.600453,0.00529198
-0.432066,0.00326933,0.753422,0.596655,0.00529198
-0.438159,0.00328271,0.753422,0.596655,0.00529198
-0.430194,0.00391278,0.742068,0.590149,0.00529198
-0.426718,0.00356299,0.742925,0.588636,0.00529198
-0.429193,0.00365082,0.742925,0.588636,0.00529198
-0.423328,0.00387805,0.742119,0.580895,0.00529198
-0.415415,0.00402035,0.738021,0.580678,0.00529198
-0.425277,0.00371847,0.738021,0.580678,0.00529198
-0.434687,0.00338463,0.752492,0.589924,0.00529198
-0.433906,0.00344488,0.752492,0.589924,0.00529198
-0.430076,0.00325451,0.752276,0.598017,0.00529198
-0.433269,0.00327129,0.760101,0.600993,0.00529198
-0.434191,0.00317501,0.754968,0.609,0.00529198
-0.43494,0.00344288,0.752722,0.611229,0.00529198
-0.439704,0.00303229,0.752722,0.611229,0.00529198
-0.43696,0.00311685,0.744422,0.610962,0.00529198
-0.433106,0.00308938,0.744422,0.610962,0.00529198
-0.439266,0.00328946,0.752728,0.600364,0.00529198
-0.435566,0.00330353,0.754672,0.599836,0.00529198
-0.440596,0.00345977,0.756342,0.609407,0.00529198
-0.431318,0.00345185,0.751373,0.60677,0.00529198
-0.433089,0.00306781,0.733342,0.615692,0.00529198
-0.424962,0.00334066,0.733342,0.615692,0.00529198
-0.431625,0.00323715,0.747528,0.613538,0.00529198
-0.43712,0.00312367,0.74373,0.613323,0.00529198
-0.431483,0.00302196,0.734447,0.62591,0.00529198
-0.436084,0.00305053,0.74309,0.624889,0.00529198
-0.429689,0.00323716,0.739976,0.634032,0.00529198
-0.435515,0.00306204,0.739976,0.634032,0.00529198
-0.430366,0.00343623,0.745964,0.631853,0.00529198
-0.436218,0.00322796,0.745964,0.631853,0.0052311
-0.432244,0.00317457,0.743833,0.629876,0.0052311
-0.440944,0.00394526,0.747098,0.631399,0.0052311
-0.43319,0.00335832,0.742993,0.637725,0.0052311
-0.426852,0.00395544,0.741303,0.635883,0.0052311
-0.431152,0.00362399,0.748863,0.621949,0.0052311
-0.432711,0.00400073,0.755381,0.62791,0.0052311
-0.447613,0.003081,0.768293,0.633252,0.0052311
-0.438137,0.00318196,0.762547,0.630672,0.0052311
-0.442673,0.0032352,0.761686,0.618907,0.0052311
-0.440792,0.00298422,0.762413,0.613002,0.0052311
-0.439842,0.00320896,0.758279,0.603734,0.0052311
-0.435629,0.00360004,0.753724,0.603974,0.0052311
-0.432694,0.00323421,0.740017,0.603356,0.0052311
-0.431607,0.00338954,0.740017,0.603356,0.0052311
-0.427419,0.00315015,0.736038,0.605769,0.0052311
-0.42614,0.00310288,0.742059,0.598702,0.0052311
-0.425235,0.00356171,0.737784,0.599027,0.0052311
-0.425857,0.00320606,0.736709,0.602332,0.0052311
-0.427516,0.00335113,0.735279,0.60257,0.0052311
-0.430128,0.00345292,0.731405,0.594288,0.0052311
-0.419964,0.00342648,0.731405,0.594288,0.0052311
-0.425633,0.00343909,0.736783,0.602586,0.0052311
-0.427034,0.00321009,0.736783,0.602586,0.0052311
-0.422363,0.00344929,0.733474,0.594777,0.0052311
-0.425758,0.00341109,0.73703,0.601275,0.0052311
-0.430093,0.0033692,0.73544,0.601103,0.0052311
-0.425293,0.00386447,0.733597,0.583311,0.0052311
-0.420947,0.00376806,0.74019,0.582859,0.0052311
-0.425341,0.00382084,0.740203,0.58482,0.0052311
-0.421772,0.00415683,0.745207,0.57856,0.0052311
-0.427521,0.0035058,0.741206,0.593844,0.0052311
-0.428809,0.00329878,0.741206,0.593844,0.0052311
-0.427552,0.00350738,0.730661,0.596195,0.0052311
-0.424799,0.00326336,0.72602,0.598347,0.0052311
-0.432388,0.0031088,0.73913,0.609137,0.0052311
-0.428848,0.0031699,0.739928,0.603599,0.0052311
-0.430779,0.00303081,0.739928,0.603599,0.0052311
-0.431925,0.00314761,0.739928,0.603599,0.0052311
-0.443764,0.00291951,0.750111,0.614004,0.0052311
-0.434105,0.00321337,0.748537,0.609324,0.0052311
-0.431653,0.00318798,0.743978,0.61519,0.0052311
-0.42957,0.00312425,0.74435,0.61,0.0052311
-0.433792,0.00312075,0.746071,0.611134,0.0052311
-0.432762,0.00342793,0.743972,0.612663,0.0052311
-0.437806,0.00316117,0.743972,0.612663,0.0052311
-0.433037,0.00314791,0.745306,0.610291,0.0052311
-0.441605,0.00282814,0.745306,0.610291,0.0052311
-0.435894,0.00316371,0.745306,0.610291,0.0052311
-0.436143,0.0030684,0.745945,0.606283,0.0052311
-0.441237,0.00364194,0.755743,0.603523,0.0052311
-0.444329,0.00303481,0.75556,0.602115,0.0052311
-0.438314,0.00347371,0.764134,0.613039,0.0052311
-0.439765,0.00314461,0.756674,0.623881,0.0052311
-0.438176,0.00332875,0.756674,0.623881,0.0052311
-0.443526,0.00323711,0.756674,0.623881,0.0052311
-0.442332,0.00322394,0.756674,0.623881,0.0052311
-0.433187,0.00429314,0.759673,0.629223,0.0052311
-0.43679,0.00305174,0.754722,0.626619,0.0052311
-0.440379,0.00312821,0.754722,0.626619,0.0052311
-0.435061,0.00334119,0.750271,0.622777,0.0052311
-0.439077,0.00317294,0.750271,0.622777,0.0052311
-0.436504,0.00357628,0.75915,0.643824,0.0052311
-0.439024,0.00314226,0.760875,0.643054,0.0052311
-0.444628,0.00337707,0.760875,0.643054,0.0052311
-0.445457,0.00319673,0.764926,0.632871,0.0052311
-0.437066,0.00312475,0.758174,0.624958,0.0052311
-0.440238,0.00365035,0.758174,0.624958,0.0052311
-0.432257,0.00304529,0.755354,0.624255,0.0052311
-0.4387,0.00307875,0.761467,0.626342,0.0052311
-0.438424,0.00295674,0.764637,0.61475,0.0052311
-0.439378,0.00331115,0.764637,0.61475,0.0052311
-0.44063,0.00358244,0.764637,0.61475,0.0052311
-0.442604,0.0032082,0.764637,0.61475,0.0052311
-0.439839,0.00316458,0.767379,0.618486,0.0052311
-0.441587,0.00337574,0.768039,0.613131,0.0052311
-0.44096,0.00326003,0.769368,0.61781,0.0052311
-0.442108,0.00374898,0.769877,0.619154,0.0052311
-0.442128,0.00304905,0.769877,0.619154,0.0052311
-0.444946,0.00318523,0.765909,0.611076,0.0052311
-0.438308,0.00308536,0.760743,0.607724,0.0052311
-0.434883,0.00318745,0.760743,0.607724,0.0052311
-0.439808,0.00299707,0.760743,0.607724,0.0052311
-0.431596,0.00436859,0.760445,0.602247,0.0052311
-0.439164,0.00331874,0.758041,0.59422,0.0052311
-0.437607,0.00327455,0.760927,0.598504,0.0052311
-0.43289,0.00329425,0.769608,0.595206,0.0052311
-0.444499,0.00345045,0.769608,0.595206,0.0052311
-0.428286,0.00326874,0.756198,0.593367,0.0052311
-0.428832,0.00327149,0.756198,0.593367,0.0052311
-0.438847,0.0033126,0.756198,0.593367,0.0052311
-0.436338,0.0032656,0.760046,0.59341,0.0052311
-0.440794,0.00308243,0.770476,0.598933,0.0052311
-0.442932,0.00345949,0.770476,0.598933,0.0052311
-0.445087,0.00308816,0.770476,0.598933,0.0052311
-0.438482,0.00325427,0.770476,0.598933,0.0052311
-0.432319,0.00365754,0.758075,0.60547,0.0052311
-0.438478,0.00279304,0.75212,0.608159,0.0052311
-0.435139,0.00332095,0.75212,0.608159,0.0052311
-0.435601,0.00320324,0.75212,0.608159,0.0052311
-0.434403,0.003337,0.75212,0.608159,0.00517092
-0.436481,0.00350559,0.749043,0.610475,0.00517092
-0.442348,0.00357842,0.755746,0.616599,0.00517092
-0.434285,0.00305173,0.755746,0.616599,0.00517092
-0.44345,0.00298867,0.752492,0.615681,0.00517092
-0.438734,0.0034181,0.759818,0.618648,0.00517092
-0.443649,0.00317212,0.759818,0.618648,0.00517092
-0.433979,0.00343543,0.764844,0.625902,0.00517092
-0.438415,0.00319314,0.755385,0.621039,0.00517092
-0.438209,0.00318657,0.758664,0.616159,0.00517092
-0.443849,0.00274092,0.766769,0.614919,0.00517092
-0.441003,0.00328778,0.760919,0.605012,0.00517092
-0.434473,0.00320845,0.763983,0.601158,0.00517092
-0.438758,0.00356227,0.764766,0.60331,0.00517092
-0.441151,0.0032371,0.766162,0.608299,0.00517092
-0.436696,0.00336543,0.75339,0.610805,0.00517092
-0.442046,0.00301825,0.75339,0.610805,0.00517092
-0.437722,0.00304732,0.75336,0.599691,0.00517092
-0.436118,0.00332303,0.7648,0.59981,0.00517092
-0.445473,0.00330282,0.776014,0.605756,0.00517092
-0.448985,0.00328451,0.776014,0.605756,0.00517092
-0.444961,0.00296063,0.776014,0.605756,0.00517092
-0.441604,0.00358811,0.773195,0.60032,0.00517092
-0.441565,0.00334159,0.773195,0.60032,0.00517092
-0.436234,0.00323877,0.773195,0.60032,0.00517092
-0.438286,0.00367101,0.778,0.589688,0.00517092
-0.442496,0.00382669,0.776067,0.58445,0.00517092
-0.435816,0.00343498,0.776067,0.58445,0.00517092
-0.433728,0.00343391,0.764584,0.587392,0.00517092
-0.443865,0.00379324,0.761181,0.586385,0.00517092
-0.435502,0.00324541,0.763308,0.595036,0.00517092
-0.434046,0.00318121,0.758263,0.598462,0.00517092
-0.43843,0.00331215,0.757953,0.601367,0.00517092
-0.439577,0.00357728,0.769217,0.597011,0.00517092
-0.442469,0.00328996,0.769217,0.597011,0.00517092
-0.440658,0.00350288,0.763809,0.594253,0.00517092
-0.440117,0.00351596,0.760684,0.593401,0.00517092
-0.440067,0.00314547,0.77052,0.602125,0.00517092
-0.442661,0.00322509,0.77289,0.605148,0.00517092
-0.446788,0.00324434,0.778364,0.615635,0.00517092
-0.446792,0.0029087,0.778364,0.615635,0.00517092
-0.438572,0.00391259,0.791022,0.609297,0.00517092
-0.448401,0.00324812,0.787146,0.6139,0.00517092
-0.445318,0.00313953,0.786851,0.618326,0.00517092
-0.450465,0.0029714,0.786851,0.618326,0.00517092
-0.443211,0.0032158,0.786851,0.618326,0.00517092
-0.446413,0.00405949,0.786851,0.618326,0.00517092
-0.439065,0.00346467,0.784511,0.616135,0.00517092
-0.443585,0.00321758,0.775174,0.616652,0.00517092
-0.439616,0.00323842,0.772807,0.60783,0.00517092
-0.436965,0.00355318,0.770603,0.600882,0.00517092
-0.443271,0.00342048,0.780015,0.607176,0.00517092
-0.430634,0.00367255,0.777318,0.595419,0.00517092
-0.439643,0.00375031,0.772715,0.599718,0.00517092
-0.443221,0.00330965,0.775438,0.605041,0.00517092
-0.443829,0.00355814,0.78454,0.597798,0.00517092
-0.448809,0.00321014,0.790292,0.606187,0.00517092
-0.442877,0.00343723,0.791251,0.607672,0.00517092
-0.443488,0.00322433,0.797457,0.596383,0.00517092
-0.441454,0.00340109,0.802227,0.593616,0.00517092
-0.441231,0.0037687,0.81109,0.592864,0.00517092
-0.436972,0.00360587,0.816064,0.589845,0.00517092
-0.431948,0.00410188,0.818488,0.580252,0.00517092
-0.433269,0.00392306,0.818488,0.580252,0.00517092
-0.422267,0.00416369,0.823816,0.574552,0.00517092
-0.434259,0.0042681,0.82114,0.574012,0.00517092
-0.432066,0.00407519,0.821523,0.582833,0.00517092
-0.433714,0.00448278,0.819353,0.576993,0.00517092
-0.434628,0.00428713,0.819353,0.576993,0.00517092
-0.432608,0.00409672,0.808891,0.572371,0.00517092
-0.431318,0.00411224,0.808891,0.572371,0.00517092
-0.431307,0.00442532,0.805478,0.570023,0.00517092
-0.414243,0.00468126,0.813051,0.562954,0.00517092
-0.420939,0.00476067,0.813051,0.562954,0.00517092
-0.419006,0.00477669,0.813051,0.562954,0.00517092
-0.422585,0.0044949,0.813051,0.562954,0.00517092
-0.424968,0.00484456,0.813051,0.562954,0.00517092
-0.42026,0.00444883,0.813051,0.562954,0.00517092
-0.414899,0.00460897,0.813051,0.562954,0.00517092
-0.419705,0.0047002,0.813051,0.562954,0.00517092
-0.424167,0.00471416,0.813051,0.562954,0.00517092
-0.419723,0.00475739,0.813051,0.562954,0.00517092
-0.419927,0.00476584,0.813051,0.562954,0.00517092
-0.42845,0.00430001,0.805109,0.573181,0.00517092
-0.431873,0.00400967,0.808769,0.576697,0.00517092
-0.421894,0.00433677,0.808067,0.570215,0.00517092
-0.426973,0.00405399,0.808067,0.570215,0.00517092
-0.430729,0.00372135,0.80448,0.585249,0.00517092
-0.440782,0.00392905,0.802766,0.589153,0.00517092
-0.447494,0.0035674,0.802766,0.589153,0.00517092
-0.4402,0.00344897,0.801722,0.596955,0.00517092
-0.445762,0.00347923,0.799831,0.587739,0.00517092
-0.438419,0.00372499,0.79826,0.589672,0.00517092
-0.451428,0.00344499,0.798492,0.605012,0.00517092
-0.444965,0.0035783,0.798492,0.605012,0.00517092
-0.439895,0.00318979,0.811472,0.600108,0.00517092
-0.44208,0.00337017,0.821185,0.605979,0.00517092
-0.435928,0.00376741,0.822559,0.594283,0.00517092
-0.440447,0.00343518,0.816893,0.594955,0.00517092
-0.433806,0.00424651,0.819234,0.585363,0.00517092
-0.439848,0.00349957,0.82243,0.591758,0.00511143
-0.439578,0.00378983,0.825834,0.59262,0.00511143
-0.436209,0.0036496,0.824605,0.603317,0.00511143
-0.446664,0.00339281,0.824605,0.603317,0.00511143
-0.436201,0.00380353,0.820512,0.589644,0.00511143
-0.433786,0.00396178,0.817982,0.58215,0.00511143
-0.435282,0.00388019,0.810219,0.585706,0.00511143
-0.438897,0.00581748,0.81182,0.601742,0.00511143
-0.43968,0.00314448,0.81182,0.601742,0.00511143
-0.448164,0.00317278,0.803044,0.609827,0.00511143
-0.443603,0.00352912,0.803044,0.609827,0.00511143
-0.443339,0.00394397,0.797971,0.605797,0.00511143
-0.44326,0.00336811,0.797971,0.605797,0.00511143
-0.446811,0.0034638,0.800135,0.600225,0.00511143
-0.449509,0.00329507,0.800135,0.600225,0.00511143
-0.451793,0.00339555,0.800135,0.600225,0.00511143
-0.443592,0.00348903,0.809432,0.602624,0.00511143
-0.447053,0.0034444,0.809432,0.602624,0.00511143
-0.441206,0.00384363,0.806434,0.600819,0.00511143
-0.446342,0.00300111,0.806434,0.600819,0.00511143
-0.445044,0.00357909,0.802684,0.603281,0.00511143
-0.438012,0.00341742,0.804862,0.607873,0.00511143
-0.446684,0.00330419,0.79455,0.609133,0.00511143
-0.447913,0.00327244,0.794547,0.605832,0.00511143
-0.445787,0.00307018,0.791391,0.605991,0.00511143
-0.453073,0.00304679,0.791391,0.605991,0.00511143
-0.445878,0.00303027,0.791391,0.605991,0.00511143
-0.455571,0.00330845,0.791391,0.605991,0.00511143
-0.449337,0.00326636,0.791391,0.605991,0.00511143
-0.439673,0.00320119,0.786393,0.606216,0.00511143
-0.445237,0.00324048,0.786393,0.606216,0.00511143
-0.44521,0.00315035,0.786393,0.606216,0.00511143
-0.450725,0.00296316,0.786537,0.612776,0.00511143
-0.446255,0.00311779,0.786537,0.612776,0.00511143
-0.446146,0.00319866,0.78018,0.604965,0.00511143
-0.446832,0.00317207,0.78018,0.604965,0.00511143
-0.443819,0.00304808,0.782916,0.604417,0.00511143
-0.438374,0.00356316,0.790433,0.606589,0.00511143
-0.446995,0.00278426,0.784778,0.614123,0.00511143
-0.445401,0.00288464,0.779176,0.613317,0.00511143
-0.441525,0.00386947,0.779176,0.613317,0.00511143
-0.44495,0.0032991,0.784404,0.629923,0.00511143
-0.450601,0.00319572,0.784404,0.629923,0.00511143
-0.442948,0.00365559,0.794449,0.62671,0.00511143
-0.448024,0.00329055,0.794449,0.62671,0.00511143
-0.445469,0.00342894,0.794449,0.62671,0.00511143
-0.448116,0.00323361,0.806061,0.622755,0.00511143
-0.443058,0.00476828,0.807146,0.613165,0.00511143
-0.441927,0.00371809,0.807146,0.613165,0.00511143
-0.442216,0.0033215,0.811957,0.61721,0.00511143
-0.444357,0.00383768,0.796931,0.628897,0.00511143
-0.446497,0.00389393,0.796931,0.628897,0.00511143
-0.442658,0.00353826,0.801441,0.640679,0.00511143
-0.444138,0.00382012,0.79377,0.644514,0.00511143
-0.438315,0.00357362,0.780319,0.630613,0.00511143
-0.439107,0.00402436,0.774858,0.626937,0.00511143
-0.44348,0.00315393,0.782058,0.630884,0.00511143
-0.444298,0.00391337,0.782058,0.630884,0.00511143
-0.445184,0.00378577,0.777391,0.619135,0.00511143
-0.442127,0.00321092,0.783274,0.62166,0.00511143
-0.442247,0.00350603,0.789104,0.623439,0.00511143
-0.443704,0.00324076,0.790164,0.619353,0.00511143
-0.442484,0.00363217,0.791474,0.616936,0.00511143
-0.449856,0.00358025,0.791474,0.616936,0.00511143
-0.449705,0.00307364,0.791474,0.616936,0.00511143
-0.449591,0.00334429,0.791474,0.616936,0.00511143
-0.445753,0.00370749,0.791474,0.616936,0.00511143
-0.448088,0.00300163,0.791474,0.616936,0.00511143
-0.443785,0.00353836,0.791474,0.616936,0.00511143
-0.449496,0.00293881,0.791474,0.616936,0.00511143
-0.442981,0.00404757,0.779379,0.606918,0.00511143
-0.440557,0.00376906,0.779379,0.606918,0.00511143
-0.438984,0.00345349,0.779379,0.606918,0.00511143
-0.445891,0.0030697,0.76467,0.609643,0.00511143
-0.443433,0.00297021,0.763886,0.613607,0.00511143
-0.435359,0.00315137,0.76639,0.623224,0.00511143
-0.442722,0.0033433,0.77235,0.627787,0.00511143
-0.444558,0.00295179,0.766082,0.612624,0.00511143
-0.439696,0.00317962,0.768862,0.61205,0.00511143
-0.440998,0.00340131,0.763304,0.615352,0.00511143
-0.442742,0.00390821,0.774246,0.616328,0.00511143
-0.443717,0.00327012,0.777427,0.612586,0.00511143
-0.444286,0.00305561,0.774545,0.60555,0.00511143
-0.444566,0.00326957,0.774545,0.60555,0.00511143
-0.439878,0.00316019,0.774597,0.607842,0.00511143
-0.440519,0.00362791,0.774597,0.607842,0.00511143
-0.44489,0.0032285,0.785968,0.613966,0.00511143
-0.444615,0.00348364,0.779902,0.626973,0.00511143
-0.442318,0.00340107,0.769727,0.619384,0.00511143
-0.4434,0.00303744,0.769727,0.619384,0.00511143
-0.445284,0.00305079,0.775161,0.605781,0.00511143
-0.442341,0.0036984,0.775161,0.605781,0.00511143
-0.438227,0.00335691,0.766397,0.603313,0.00511143
-0.435047,0.00322326,0.764086,0.599267,0.00511143
-0.433798,0.00386074,0.765058,0.579344,0.00511143
-0.438609,0.00408788,0.765058,0.579344,0.00511143
-0.432186,0.00409571,0.761964,0.575316,0.00511143
-0.435323,0.00428132,0.76546,0.578026,0.00511143
-0.426511,0.00366545,0.753197,0.586387,0.00511143
-0.429445,0.00344346,0.756605,0.589814,0.00511143
-0.430597,0.00383157,0.756605,0.589814,0.00505263
-0.435536,0.00337141,0.760082,0.601197,0.00505263
-0.436427,0.00339375,0.760537,0.605276,0.00505263
-0.435848,0.00325431,0.763833,0.602799,0.00505263
-0.436472,0.00323556,0.766672,0.607996,0.00505263
-0.440195,0.00342325,0.774319,0.59527,0.00505263
-0.441333,0.00340816,0.774319,0.59527,0.00505263
-0.4392,0.00348248,0.773592,0.600298,0.00505263
-0.437578,0.00313068,0.774809,0.600564,0.00505263
-0.439247,0.00328732,0.773229,0.598637,0.00505263
-0.441401,0.00324742,0.773229,0.598637,0.00505263
-0.440499,0.0036114,0.773229,0.598637,0.00505263
-0.436105,0.00359725,0.768455,0.591807,0.00505263
-0.436343,0.00330701,0.765626,0.59811,0.00505263
-0.43845,0.00336904,0.763487,0.592397,0.00505263
-0.436438,0.003382,0.763487,0.592397,0.00505263
-0.43382,0.0036058,0.764205,0.587374,0.00505263
-0.432954,0.00405243,0.768822,0.58258,0.00505263
-0.431389,0.00353056,0.768224,0.586115,0.00505263
-0.433053,0.00344137,0.768224,0.586115,0.00505263
-0.436866,0.00392548,0.769845,0.588541,0.00505263
-0.433906,0.00329124,0.775876,0.593262,0.00505263
-0.447585,0.00350334,0.775876,0.593262,0.00505263
-0.442072,0.00295646,0.766792,0.606611,0.00505263
-0.440273,0.00327035,0.773193,0.606467,0.00505263
-0.439354,0.00347003,0.773193,0.606467,0.00505263
-0.446567,0.00307669,0.777306,0.613153,0.00505263
-0.439386,0.00365267,0.77434,0.630433,0.00505263
-0.445981,0.00343271,0.77434,0.630433,0.00505263
-0.442308,0.00419838,0.77434,0.630433,0.00505263
-0.434469,0.004878,0.762414,0.631202,0.00505263
-0.442612,0.00317064,0.773623,0.627992,0.00505263
-0.434715,0.0038669,0.770501,0.64629,0.00505263
-0.442183,0.00319102,0.771142,0.644564,0.00505263
-0.440356,0.00401813,0.762438,0.628984,0.00505263
-0.436944,0.00321023,0.762438,0.628984,0.00505263
-0.437366,0.00421277,0.765329,0.623242,0.00505263
-0.440009,0.00349616,0.773486,0.611379,0.00505263
-0.448869,0.00285222,0.773486,0.611379,0.00505263
-0.437251,0.00350519,0.777279,0.612482,0.00505263
-0.441945,0.00275239,0.767312,0.608458,0.00505263
-0.441257,0.00292754,0.780441,0.613768,0.00505263
-0.437302,0.00336998,0.787574,0.604665,0.00505263
-0.447888,0.00309214,0.782041,0.613081,0.00505263
-0.441187,0.00334709,0.787092,0.604616,0.00505263
-0.439288,0.00376555,0.797272,0.602865,0.00505263
-0.439938,0.0036714,0.79434,0.598683,0.00505263
-0.443659,0.00339705,0.79434,0.598683,0.00505263
-0.443889,0.00322189,0.792193,0.599403,0.00505263
-0.444254,0.00341622,0.799385,0.598222,0.00505263
-0.438856,0.00352744,0.799385,0.598222,0.00505263
-0.439381,0.00359505,0.801628,0.602267,0.00505263
-0.444886,0.00366829,0.801628,0.602267,0.00505263
-0.443283,0.00328435,0.804564,0.592104,0.00505263
-0.441888,0.00333092,0.800907,0.590878,0.00505263
-0.443136,0.0035884,0.800907,0.590878,0.00505263
-0.438359,0.00357774,0.799519,0.597365,0.00505263
-0.449712,0.00323812,0.79935,0.602737,0.00505263
-0.442794,0.00354937,0.79935,0.602737,0.00505263
-0.443674,0.00340095,0.79935,0.602737,0.00505263
-0.44376,0.00360229,0.792422,0.608638,0.00505263
-0.443219,0.0033094,0.792532,0.607762,0.00505263
-0.441144,0.00326193,0.791766,0.614698,0.00505263
-0.4488,0.00328829,0.79175,0.619934,0.00505263
-0.442224,0.00433295,0.799486,0.628448,0.00505263
-0.445101,0.00311002,0.799486,0.628448,0.00505263
-0.442156,0.00353721,0.813312,0.631899,0.00505263
-0.434823,0.00437715,0.814867,0.641011,0.00505263
-0.442314,0.00413228,0.820152,0.642509,0.00505263
-0.438738,0.0039538,0.824589,0.635519,0.00505263
-0.439446,0.00416228,0.824589,0.635519,0.00505263
-0.448295,0.00383225,0.824589,0.635519,0.00505263
-0.435501,0.00432508,0.834767,0.636412,0.00505263
-0.443158,0.00368761,0.828277,0.641189,0.00505263
-0.437586,0.00423267,0.82297,0.632961,0.00505263
-0.444796,0.00361041,0.82297,0.632961,0.00505263
-0.445364,0.00343495,0.822919,0.629675,0.00505263
-0.435249,0.00553501,0.82931,0.631235,0.00505263
-0.440583,0.00402229,0.834837,0.630953,0.00505263
-0.446487,0.00389059,0.834837,0.630953,0.00505263
-0.446242,0.00427452,0.834837,0.630953,0.00505263
-0.446188,0.00347169,0.834837,0.630953,0.00505263
-0.446061,0.00351299,0.837059,0.632115,0.00505263
-0.446097,0.00367075,0.837059,0.632115,0.00505263
-0.435413,0.00402523,0.845754,0.628454,0.00505263
-0.436017,0.00395634,0.847534,0.626891,0.00505263
-0.433571,0.00559332,0.851156,0.634365,0.00505263
-0.433032,0.00463529,0.851156,0.634365,0.00505263
-0.441897,0.00392687,0.851156,0.634365,0.00505263
-0.435288,0.00409002,0.846811,0.624684,0.00505263
-0.434588,0.00438731,0.849985,0.62389,0.00505263
-0.427431,0.00579025,0.846587,0.623851,0.00505263
-0.443273,0.00313171,0.840725,0.626548,0.00505263
-0.437102,0.00428402,0.834252,0.622516,0.00505263
-0.440347,0.00383739,0.82911,0.615806,0.00505263
-0.441795,0.0043684,0.824891,0.625149,0.00505263
-0.437197,0.00406706,0.824891,0.625149,0.00505263
-0.443401,0.00386207,0.824891,0.625149,0.00505263
-0.445238,0.00364727,0.824891,0.625149,0.00505263
-0.441815,0.00400097,0.822518,0.6256,0.00505263
-0.439646,0.00411226,0.815273,0.633782,0.00499451
-0.439187,0.00474472,0.826354,0.624369,0.00499451
-0.44532,0.00367675,0.826573,0.614898,0.00499451
-0.442397,0.0034782,0.828052,0.609709,0.00499451
-0.441285,0.00375702,0.836096,0.60905,0.00499451
-0.434672,0.0043602,0.838968,0.613808,0.00499451
-0.435849,0.00440908,0.837487,0.614031,0.00499451
-0.444589,0.00360377,0.832038,0.616832,0.00499451
-0.445225,0.00350393,0.835013,0.617362,0.00499451
-0.4406,0.00327669,0.835013,0.617362,0.00499451
-0.447427,0.00407433,0.832612,0.622259,0.00499451
-0.438051,0.00445815,0.836676,0.623875,0.00499451
-0.432719,0.00500292,0.835554,0.632662,0.00499451
-0.439207,0.00416398,0.830627,0.627379,0.00499451
-0.444404,0.00452731,0.828962,0.618597,0.00499451
-0.44401,0.0034887,0.814914,0.619399,0.00499451
-0.445742,0.00330019,0.812558,0.61454,0.00499451
-0.443291,0.00369382,0.815135,0.613685,0.00499451
-0.443003,0.00440612,0.825018,0.614004,0.00499451
-0.442316,0.00381313,0.810386,0.623345,0.00499451
-0.437995,0.00428489,0.807003,0.634166,0.00499451
-0.451436,0.00315819,0.802292,0.628391,0.00499451
-0.4463,0.00352313,0.802292,0.628391,0.00499451
-0.446702,0.00344701,0.802292,0.628391,0.00499451
-0.446834,0.00336761,0.802292,0.628391,0.00499451
-0.443344,0.00302734,0.80352,0.622991,0.00499451
-0.444044,0.00336854,0.794699,0.611653,0.00499451
-0.446553,0.00299735,0.784197,0.611564,0.00499451
-0.445493,0.0035057,0.787542,0.613553,0.00499451
-0.448603,0.00357326,0.781834,0.604361,0.00499451
-0.442443,0.00318192,0.781834,0.604361,0.00499451
-0.439678,0.00330312,0.785439,0.611447,0.00499451
-0.44276,0.0033484,0.77445,0.605435,0.00499451
-0.443669,0.00315281,0.773208,0.607743,0.00499451
-0.441361,0.0030631,0.762347,0.606511,0.00499451
